Date,MMWR_week,Location,Distributed,Administered,Admin_Per_100K,Recip_Administered,Administered_Dose1_Recip,Series_Complete_Yes,Additional_Doses,Second_Booster,Administered_Bivalent
10/30/2021,43,TX,44779195,34509513,119015,33678095,17794025,15467426,1448444,,
10/30/2021,43,NJ,15160695,12301100,138492,12664320,6662856,5892769,526010,,
12/27/2020,53,PA,291825,84826,663,0,0,0,,,
12/27/2020,53,AK,45250,11427,1562,0,0,0,,,
12/16/2020,51,WI,49725,192,3,0,0,0,,,
12/27/2020,53,IN,164450,33635,500,0,0,0,,,
10/30/2021,43,LA,6233640,4866322,104679,4812678,2502587,2215113,229684,,
12/27/2020,53,WA,221150,42741,561,0,0,0,,,
12/27/2020,53,WY,16725,2942,508,0,0,0,,,
12/27/2020,53,VA,259600,39925,468,0,0,0,,,
12/27/2020,53,OH,359850,50609,433,0,0,0,,,
10/30/2021,43,AL,7264740,4866607,99254,4958601,2672040,2194074,211878,,
10/30/2021,43,SD,1348745,1027480,116144,1033578,548914,465482,50015,,
10/30/2021,43,MP,87480,72736,127872,72817,36406,34845,2377,,
12/27/2020,53,MA,211350,54860,796,0,0,0,,,
12/27/2020,53,MI,280875,38251,383,0,0,0,,,
10/30/2021,43,NE,2833280,2335904,120755,2343741,1179622,1087752,123182,,
12/27/2020,53,HI,38850,13934,984,0,0,0,,,
12/27/2020,53,DE,31325,7287,748,0,0,0,,,
12/27/2020,53,VT,22125,8120,1301,0,0,0,,,
12/27/2020,53,UT,83225,16993,530,0,0,0,,,
12/27/2020,53,ND,21975,12906,1694,0,0,0,,,
12/27/2020,53,CA,1069225,248743,630,0,0,0,,,
12/27/2020,53,NM,59725,22770,1086,0,0,0,,,
12/27/2020,53,ME,44675,16356,1217,0,0,0,,,
10/30/2021,43,FL,35515415,28505389,132721,28238601,14829957,12817639,1238239,,
12/27/2020,53,US,9584275,2252406,678,0,0,0,,,
12/27/2020,53,ID,47375,0,0,0,0,0,,,
12/27/2020,53,MO,152425,48988,798,0,0,0,,,
12/27/2020,53,AR,88775,24871,824,0,0,0,,,
12/27/2020,53,MT,33900,13127,1228,0,0,0,,,
12/27/2020,53,CO,172325,63392,1101,0,0,0,,,
12/27/2020,53,GA,301725,24173,228,0,0,0,,,
12/26/2020,52,GA,301725,24173,228,0,0,0,,,
12/26/2020,52,DC,23400,9171,1299,0,0,0,,,
12/26/2020,52,ND,21975,12906,1694,0,0,0,,,
12/26/2020,52,LTC,1467550,52173,0,0,0,0,,,
12/26/2020,52,ME,44675,15246,1134,0,0,0,,,
12/26/2020,52,UT,83225,16694,521,0,0,0,,,
12/26/2020,52,IA,82350,24751,784,0,0,0,,,
12/26/2020,52,US,9584275,2190414,660,0,0,0,,,
12/26/2020,52,CO,172325,63328,1100,0,0,0,,,
10/30/2021,43,HI,2572790,1977336,139655,1998311,1114978,846075,72532,,
12/26/2020,52,KY,120725,22016,493,0,0,0,,,
10/30/2021,43,NM,3259655,2819865,134482,2910207,1511520,1301847,160997,,
12/26/2020,52,HI,38850,13664,965,0,0,0,,,
10/30/2021,43,IL,19517695,16098900,127045,16283374,8294625,7642317,746577,,
10/30/2021,43,PA,21157695,17593729,137430,17601619,9961778,7746462,467947,,
12/26/2020,52,CT,116200,32310,906,0,0,0,,,
10/30/2021,43,TN,9401140,7457053,109194,7311026,3723870,3254481,399343,,
12/16/2020,51,GU,11700,0,0,0,0,0,,,
12/26/2020,52,WA,221150,42229,555,0,0,0,,,
12/26/2020,52,MP,6250,741,1303,0,0,0,,,
10/30/2021,43,DC,1318905,1068582,151411,973420,525432,440542,30961,,
12/26/2020,52,TX,659025,264819,913,0,0,0,,,
12/26/2020,52,MH,1200,0,0,0,0,0,,,
12/16/2020,51,ME,5850,0,0,0,0,0,,,
12/26/2020,52,MD,184250,18928,313,0,0,0,,,
12/26/2020,52,DD2,147300,34697,0,0,0,0,,,
12/16/2020,51,WY,4875,0,0,0,0,0,,,
12/26/2020,52,IL,231250,97374,768,0,0,0,,,
12/26/2020,52,NV,81100,20163,655,0,0,0,,,
12/26/2020,52,AL,142725,16366,334,0,0,0,,,
10/30/2021,43,KS,4259115,3333130,114410,3434757,1819477,1548933,146304,,
10/30/2021,43,IH2,2231915,1730146,83068,1730146,929358,770718,55170,,
05/10/2023,19,NE,5481710,3822190,197590,3839138,1425923,1286860,718168,,348027
10/30/2021,43,WV,3176695,1590407,88743,1615726,877316,735285,44598,,
10/30/2021,43,UT,4434510,3699220,115386,3666341,1959857,1717730,121646,,
10/30/2021,43,OR,7330455,5626005,133389,5624811,2883495,2649886,285297,,
10/30/2021,43,IN,9125710,7210543,107105,7189230,3614990,3353683,351067,,
10/30/2021,43,ME,2382950,1968998,146480,1977467,1029951,948372,102035,,
05/10/2023,19,LA,10282120,6961453,149748,6941996,2924163,2561641,1110217,,363519
10/30/2021,43,AS,71820,65780,118120,66056,35238,30977,143,,
12/26/2020,52,KS,91800,10567,363,0,0,0,,,
10/30/2021,43,RI,1851895,1564114,147647,1605845,827389,750690,75439,,
10/30/2021,43,MH,58310,42528,72806,42582,24116,20292,105,,
10/30/2021,43,MS,4113235,2977710,100052,2993856,1548479,1359342,121552,,
12/26/2020,52,NJ,279900,41628,469,0,0,0,,,
12/26/2020,52,NH,41750,9671,711,0,0,0,,,
10/30/2021,43,KY,6387905,4891252,109481,4922401,2565388,2261057,250946,,
10/30/2021,43,PR,5051450,5011709,156925,5041166,2621628,2347657,161004,,
12/26/2020,52,VT,22125,8010,1284,0,0,0,,,
10/30/2021,43,NY,32222585,27550651,141623,27518752,14441832,12960521,718189,,
10/30/2021,43,GU,251910,255622,154205,256029,132072,120972,9536,,
10/30/2021,43,NV,4369890,3636422,118060,3605120,1949931,1629868,131320,,
12/26/2020,52,VA,259600,38184,447,0,0,0,,,
12/26/2020,52,BP2,3650,2817,0,0,0,0,,,
10/30/2021,43,WY,743065,568969,98308,564449,294093,253968,30348,,
12/26/2020,52,GU,13000,1907,1150,0,0,0,,,
10/30/2021,43,DE,1708865,1290577,132535,1265502,670177,581483,50846,,
10/30/2021,43,MA,12061430,10425045,151252,10447018,5523036,4798860,426386,,
12/26/2020,52,NC,295625,50570,482,0,0,0,,,
10/30/2021,43,AK,1155265,871548,119138,867313,434722,385083,53629,,
10/30/2021,43,BP2,268950,240085,0,240085,127285,120988,3468,,
12/26/2020,52,OK,124700,31091,786,0,0,0,,,
12/26/2020,52,LA,141675,33218,715,0,0,0,,,
10/30/2021,43,IA,4714875,3730247,118230,3727913,1881208,1752463,216874,,
12/26/2020,52,AZ,194225,25581,351,0,0,0,,,
10/30/2021,43,ID,2477020,1716150,96032,1725574,876182,783543,100558,,
12/26/2020,52,MO,152425,48260,786,0,0,0,,,
10/29/2021,43,NJ,15078635,12258776,138015,12621791,6653171,5887103,498280,,
12/26/2020,52,IN,164450,33635,500,0,0,0,,,
10/29/2021,43,DE,1698295,1290456,132522,1265146,669987,581433,50724,,
12/26/2020,52,OH,359850,50609,433,0,0,0,,,
12/26/2020,52,AS,6250,779,1399,0,0,0,,,
12/26/2020,52,AK,45250,11427,1562,0,0,0,,,
12/26/2020,52,MS,58075,11177,376,0,0,0,,,
12/26/2020,52,SD,28250,13434,1519,0,0,0,,,
10/29/2021,43,OH,16474045,12929897,110615,12798468,6513172,6052062,599267,,
05/10/2023,19,GA,28727475,17124791,161290,17292313,7287758,6103647,2705136,,1128249
12/26/2020,52,OR,133525,17134,406,0,0,0,,,
12/26/2020,52,PA,291825,80927,632,0,0,0,,,
12/26/2020,52,NE,63500,20845,1078,0,0,0,,,
10/29/2021,43,KS,4229105,3318381,113904,3419716,1815656,1546926,136890,,
05/10/2023,19,WY,1281755,854132,147580,864672,353727,307619,145600,,65185
10/29/2021,43,DD2,5572760,6208801,0,6208801,3376032,2631464,552,,
10/29/2021,43,MA,11899300,10392465,150779,10414295,5515009,4795313,404939,,
10/29/2021,43,MO,8468015,6749321,109970,6664570,3480294,3048768,299772,,
05/10/2023,19,CO,17769135,13033446,226325,13052721,4837792,4248431,2460212,,1333385
10/29/2021,43,PA,21036165,17515023,136815,17523736,9921738,7735275,440144,,
10/29/2021,43,VA,13872115,11693835,137002,11687127,6054713,5373361,500719,,
10/29/2021,43,OR,7288435,5602359,132829,5601340,2880464,2647474,267143,,
10/29/2021,43,FL,35239695,28417402,132311,28151341,14813872,12804444,1180569,,
10/29/2021,43,CA,62817125,53909375,136437,53964544,29391667,24159427,1949399,,
05/10/2023,19,PA,42895735,27586432,215486,27645384,11666613,9444480,4493396,,2507075
10/29/2021,43,UT,4404140,3665196,114325,3633123,1951698,1707724,105867,,
10/29/2021,43,SD,1337595,1021666,115487,1027749,547250,464752,46521,,
10/29/2021,43,AR,4414670,3231698,107088,3257527,1747234,1445566,138665,,
10/29/2021,43,RI,1838005,1558204,147089,1598332,825573,749548,70864,,
05/10/2023,19,DE,3352025,2169125,222757,2142992,861811,715787,369899,,214433
10/29/2021,43,GU,247230,255622,154205,256028,132071,120971,9536,,
10/29/2021,43,LA,6164750,4847163,104267,4793718,2499312,2211703,217064,,
12/26/2020,52,CA,1069225,246715,624,0,0,0,,,
05/10/2023,19,OR,14222125,9399175,222849,9395784,3459096,3065513,1812982,,978187
10/29/2021,43,NE,2820810,2327593,120326,2335364,1178357,1086941,116959,,
10/29/2021,43,NH,2338640,1908129,140333,1907745,1029228,853808,13075,,
10/29/2021,43,AS,71820,65651,117889,65927,35230,30937,62,,
10/29/2021,43,AL,7220460,4847422,98863,4939369,2668028,2190701,199742,,
10/29/2021,43,TX,44492685,34401476,118643,33584693,17779454,15452632,1383357,,
05/10/2023,19,WI,16474175,12444016,213725,12448224,4386970,3981606,2432044,,1352276
05/10/2023,19,ND,1910860,1314469,172488,1283857,530640,448757,219540,,129643
10/29/2021,43,CT,6152795,5379321,150880,5387987,2811535,2517628,230946,,
10/29/2021,43,FM,89640,75359,72710,76013,45917,40322,52,,
05/10/2023,19,TX,80813315,52510128,181095,51357073,22322586,18406327,7493737,,3387192
10/29/2021,43,MP,87480,72423,127321,72504,36332,34801,2175,,
12/26/2020,52,FM,1600,0,0,0,0,0,,,
12/26/2020,52,VA2,275775,56720,0,0,0,0,,,
10/29/2021,43,IH2,2223295,1723993,82772,1723993,927705,769805,51547,,
10/29/2021,43,AK,1153055,867221,118547,862877,434005,384597,50340,,
10/29/2021,43,MI,14698110,11421987,114370,11588553,5805594,5337811,617619,,
10/29/2021,43,RP,33090,31592,176423,31864,17945,15680,567,,
10/29/2021,43,GA,15638285,11360728,107001,11398671,6020924,5092396,352331,,
05/10/2023,19,MN,18519240,12829141,227482,12843618,4461994,4082263,2595884,,1542756
05/10/2023,19,UT,8421900,6158852,192106,6122980,2421459,2146291,1077025,,491445
10/29/2021,43,TN,9338640,7428473,108776,7283152,3719509,3250701,380144,,
12/26/2020,52,AR,88775,24871,824,0,0,0,,,
10/29/2021,43,MS,4089245,2977515,100046,2993170,1548141,1359195,121345,,
05/10/2023,19,SC,14205395,8666603,168326,8710535,3666079,3091956,1389701,,625369
12/26/2020,52,MT,33900,12956,1212,0,0,0,,,
12/26/2020,52,RI,34375,8883,839,0,0,0,,,
10/29/2021,43,IA,4693015,3709734,117580,3707534,1878655,1750790,200670,,
12/26/2020,52,PR,108875,22578,707,0,0,0,,,
10/29/2021,43,IL,19382615,16021670,126435,16205595,8278500,7630347,697102,,
10/29/2021,43,NC,15905890,12294458,117223,12180548,6712174,5510722,330838,,
05/10/2023,19,DC,2761525,2137377,302852,2017574,836680,644085,330888,,235697
10/29/2021,43,VI,115980,108844,103978,106375,55824,49000,2736,,
10/29/2021,43,WY,738615,568759,98272,564055,293892,253866,30245,,
10/29/2021,43,NV,4346320,3624178,117662,3592906,1946903,1627621,124009,,
10/29/2021,43,BP2,266610,239820,0,239820,127250,120925,3299,,
10/29/2021,43,ID,2464110,1708246,95589,1717396,874700,782367,95043,,
05/10/2023,19,NC,30278310,19434544,185301,19370145,9456334,7018862,2414034,,1608535
10/29/2021,43,WI,8258605,7306428,125488,7275560,3643285,3389053,398972,,
05/10/2023,19,WA,25606455,17723480,232748,17932363,6517326,5814062,3414996,,2026548
05/10/2023,19,SD,2713025,1688981,190919,1717187,746118,588257,276231,,154905
10/29/2021,43,ND,1018620,797989,104714,763335,404866,349103,38015,,
10/29/2021,43,VA2,6744640,5994062,0,5994062,3083645,2859502,262594,,
10/29/2021,43,CO,8976225,7680360,133369,7652392,3888215,3541185,400177,,
10/29/2021,43,MD,10832830,8488592,140408,8550722,4404014,3993151,360884,,
10/29/2021,43,NY,32018665,27471913,141218,27438716,14415659,12942958,679792,,
10/29/2021,43,MH,57140,42025,71945,42078,23753,20218,10,,
12/26/2020,52,WV,60875,31023,1731,0,0,0,,,
12/26/2020,52,MN,136100,41092,729,0,0,0,,,
10/29/2021,43,WV,3156975,1589638,88700,1614435,876868,735083,43945,,
10/29/2021,43,NM,3235535,2811799,134098,2901761,1509685,1300930,155350,,
10/29/2021,43,HI,2568600,1969372,139093,1989865,1112654,844839,67443,,
10/29/2021,43,SC,7588405,5689244,110498,5675062,2957277,2567410,276650,,
05/10/2023,19,PR,8842720,7846764,245696,7860699,2905470,2688410,1808780,,338403
10/29/2021,43,KY,6356215,4870931,109026,4902080,2561769,2258211,237146,,
10/29/2021,43,WA,12520855,10285260,135068,10305411,5276838,4829110,462777,,
10/29/2021,43,IN,9065700,7182385,106687,7160949,3610958,3350866,329616,,
10/29/2021,43,DC,1306885,1064889,150888,970303,524360,440105,29350,,
10/29/2021,43,OK,5377410,4465341,112847,4418882,2346477,1974847,197661,,
10/29/2021,43,PR,5051030,4997396,156477,5026664,2618738,2345719,151400,,
10/29/2021,43,MT,1478305,1184459,110824,1182108,606948,538637,68887,,
12/26/2020,52,WY,16725,2942,508,0,0,0,,,
10/29/2021,43,VT,1148620,968719,155246,955504,496190,443715,55186,,
05/10/2023,19,RI,3531485,2672092,252236,2874125,1126779,932541,545736,,266027
10/29/2021,43,AZ,10763780,8757052,120310,8609957,4448736,3856438,331037,,
10/29/2021,43,MN,8603110,7163740,127025,7182198,3669098,3370390,406942,,
10/29/2021,43,US,514925015,419020753,126213,419020753,220860887,191997869,16682269,,
05/10/2023,19,IA,9429185,6131087,194325,6144100,2235485,2036465,1173926,,642246
05/10/2023,19,FM,291840,209225,204481,210837,86204,73692,42030,,16617
05/10/2023,19,PW,52580,51971,241366,52374,20801,18557,12556,,2006
05/10/2023,19,NV,7722770,5590682,181506,5576731,2400362,1966594,864281,,415675
10/29/2021,43,ME,2363080,1958722,145715,1967273,1028069,947441,94558,,
12/26/2020,52,FL,588950,106844,497,0,0,0,,,
10/28/2021,43,RP,33090,31592,176423,31862,17945,15680,565,,
10/28/2021,43,KY,6280145,5282155,118231,5302136,2801213,2441766,225482,,
10/28/2021,43,AZ,10673230,8727934,119910,8582101,4443359,3851270,313855,,
12/26/2020,52,NM,59725,22592,1077,0,0,0,,,
10/28/2021,43,NV,4301670,3612712,117290,3581455,1943915,1625323,117473,,
10/28/2021,43,MI,14572780,11374039,113890,11539373,5798831,5332993,580204,,
12/26/2020,52,MI,280875,38251,383,0,0,0,,,
10/28/2021,43,NM,3209565,2800041,133537,2889487,1507268,1299579,146809,,
10/28/2021,43,MO,8411045,6724837,109571,6643179,3476255,3044188,283306,,
10/28/2021,43,RI,1826245,1552354,146537,1592505,824586,748968,66582,,
12/26/2020,52,NY,609575,108682,559,0,0,0,,,
10/28/2021,43,IL,19187775,15705319,123939,15893413,8819815,6898819,271767,,
12/26/2020,52,SC,106825,34502,670,0,0,0,,,
10/28/2021,43,VA2,6744640,5974228,0,5974228,3077985,2858083,249682,,
12/26/2020,52,TN,163325,52428,768,0,0,0,,,
12/26/2020,52,WI,123125,28160,484,0,0,0,,,
12/26/2020,52,VI,3450,298,285,0,0,0,,,
12/26/2020,52,IH2,81000,19371,0,0,0,0,,,
10/28/2021,43,SD,1324315,1016852,114943,1022877,545835,464077,43661,,
12/26/2020,52,MA,211350,53172,771,0,0,0,,,
12/26/2020,52,ID,47375,0,0,0,0,0,,,
10/28/2021,43,VT,1144350,964013,154492,950864,495479,443246,51687,,
10/28/2021,43,UT,4355130,3664969,114317,3632701,1951501,1707653,105693,,
10/28/2021,43,MT,1464145,1178365,110253,1176024,605903,537870,64455,,
10/28/2021,43,MH,57140,42025,71945,42078,23753,20218,10,,
12/26/2020,52,DE,31325,7287,748,0,0,0,,,
12/25/2020,52,IA,82350,24751,784,0,0,0,,,
10/28/2021,43,NE,2782630,2318461,119854,2326166,1177055,1085937,110059,,
10/28/2021,43,DD2,5554500,6196009,0,6196009,3368941,2625504,543,,
10/28/2021,43,VI,115980,108556,103703,106084,55737,48933,2600,,
12/25/2020,52,AL,142725,15857,323,0,0,0,,,
12/25/2020,52,SC,106825,34155,663,0,0,0,,,
12/25/2020,52,LTC,1467550,47981,0,0,0,0,,,
10/28/2021,43,ME,2338330,1948534,144957,1957219,1026070,946354,87460,,
10/28/2021,43,SC,7536555,5668206,110090,5654554,2952815,2563956,263893,,
12/25/2020,52,AS,6250,779,1399,0,0,0,,,
12/25/2020,52,TN,163325,51552,755,0,0,0,,,
10/28/2021,43,PA,20803935,17447607,136288,17456213,9891483,7724871,412358,,
10/28/2021,43,AL,7163060,4827200,98450,4919279,2663952,2187378,186912,,
12/25/2020,52,WI,123125,27739,476,0,0,0,,,
10/28/2021,43,GA,15557365,11360060,106995,11396909,6020210,5091916,351668,,
12/25/2020,52,VI,3450,298,285,0,0,0,,,
12/25/2020,52,UT,83225,14669,458,0,0,0,,,
10/28/2021,43,ID,2434900,1699050,95075,1708159,873082,780855,88830,,
10/28/2021,43,FM,89640,75359,72710,76011,45916,40321,52,,
10/28/2021,43,GU,247230,254958,153804,255361,131932,120842,9115,,
12/25/2020,52,DE,31325,6655,683,0,0,0,,,
12/25/2020,52,ND,21975,12268,1610,0,0,0,,,
10/28/2021,43,VA,13750915,11691565,136975,11683400,6052433,5372576,499915,,
12/16/2020,51,DE,8775,0,0,0,0,0,,,
12/25/2020,52,AK,45250,10612,1451,0,0,0,,,
12/25/2020,52,VT,22125,7298,1170,0,0,0,,,
12/25/2020,52,TX,659025,252574,871,0,0,0,,,
10/28/2021,43,KS,4189435,3304696,113434,3406020,1812146,1545017,128412,,
12/16/2020,51,HI,4875,330,23,0,0,0,,,
10/28/2021,43,CT,6086525,5357571,150270,5366352,2806283,2515556,216444,,
10/28/2021,43,AS,71820,65651,117889,65927,35230,30937,62,,
12/25/2020,52,WY,16725,2942,508,0,0,0,,,
12/25/2020,52,MN,136100,38447,682,0,0,0,,,
10/28/2021,43,WA,12357105,10249518,134598,10268928,5270987,4823928,437212,,
10/28/2021,43,IA,4667935,3690242,116962,3688530,1877314,1748251,185329,,
12/25/2020,52,AR,88775,24796,822,0,0,0,,,
10/28/2021,43,ND,1015540,794566,104265,760015,404064,348554,36014,,
12/25/2020,52,MI,280875,38037,381,0,0,0,,,
10/28/2021,43,DC,1298955,1055543,149564,963664,522299,439077,25761,,
12/25/2020,52,KS,91800,10566,363,0,0,0,,,
12/25/2020,52,NV,81100,19041,618,0,0,0,,,
12/25/2020,52,FL,588950,92702,432,0,0,0,,,
12/25/2020,52,ME,44675,11958,890,0,0,0,,,
12/25/2020,52,US,9584275,2033936,613,0,0,0,,,
12/25/2020,52,NC,295625,50562,482,0,0,0,,,
12/25/2020,52,GA,301725,24173,228,0,0,0,,,
12/25/2020,52,SD,28250,12433,1405,0,0,0,,,
10/28/2021,43,OH,16313635,12861705,110032,12737305,6507978,6046207,549491,,
12/25/2020,52,DC,23400,7810,1107,0,0,0,,,
10/28/2021,43,MA,11807440,10356035,150251,10377837,5505793,4791152,381353,,
12/25/2020,52,NY,609575,104171,535,0,0,0,,,
10/28/2021,43,AR,4360520,3216545,106586,3242319,1743777,1442790,129675,,
10/28/2021,43,BP2,266170,237812,0,237812,126663,120392,2319,,
10/28/2021,43,WY,731765,565644,97734,560909,293260,253414,28135,,
12/25/2020,52,NE,63500,15518,802,0,0,0,,,
12/25/2020,52,MD,184250,15852,262,0,0,0,,,
12/25/2020,52,NM,59725,20723,988,0,0,0,,,
12/25/2020,52,OK,124700,31056,785,0,0,0,,,
12/25/2020,52,OH,359850,25268,216,0,0,0,,,
12/25/2020,52,VA2,275775,56338,0,0,0,0,,,
10/28/2021,43,CA,62407505,53719846,135958,53774628,29349909,24126229,1831761,,
10/28/2021,43,MP,87480,72328,127154,72407,36303,34774,2127,,
12/25/2020,52,IL,231250,97374,768,0,0,0,,,
12/25/2020,52,MT,33900,12046,1127,0,0,0,,,
12/25/2020,52,VA,259600,36892,432,0,0,0,,,
12/25/2020,52,LA,141675,31653,681,0,0,0,,,
10/28/2021,43,MD,10771710,8488260,140402,8547925,4402668,3992506,359975,,
10/28/2021,43,AK,1140925,863531,118042,859145,433303,384105,47708,,
12/25/2020,52,RI,34375,8883,839,0,0,0,,,
12/25/2020,52,HI,38850,12847,907,0,0,0,,,
12/25/2020,52,DD2,147300,34555,0,0,0,0,,,
12/16/2020,51,FL,118950,29,0,0,0,0,,,
12/25/2020,52,MO,152425,48260,786,0,0,0,,,
12/25/2020,52,KY,120725,22016,493,0,0,0,,,
12/25/2020,52,NH,41750,9245,680,0,0,0,,,
12/25/2020,52,WA,221150,36885,484,0,0,0,,,
12/25/2020,52,ID,47375,0,0,0,0,0,,,
10/28/2021,43,OK,5320800,4448436,112420,4401976,2342065,1972206,187657,,
12/25/2020,52,PR,108875,20192,632,0,0,0,,,
12/25/2020,52,WV,60875,29905,1669,0,0,0,,,
10/28/2021,43,OR,7200945,5579756,132293,5579138,2877494,2644914,250258,,
12/25/2020,52,AZ,194225,22525,309,0,0,0,,,
12/25/2020,52,FM,1600,0,0,0,0,0,,,
10/28/2021,43,LA,6130320,4831989,103941,4778572,2496412,2208860,207356,,
12/25/2020,52,CA,1069225,224100,567,0,0,0,,,
12/25/2020,52,MP,6250,741,1303,0,0,0,,,
05/10/2023,19,KY,12200975,7510137,168100,7594101,3086324,2669260,1296289,,569852
12/25/2020,52,CO,172325,55793,969,0,0,0,,,
12/25/2020,52,MH,1200,0,0,0,0,0,,,
12/25/2020,52,BP2,3650,2817,0,0,0,0,,,
12/25/2020,52,IH2,81000,19363,0,0,0,0,,,
12/25/2020,52,IN,164450,33635,500,0,0,0,,,
12/25/2020,52,NJ,279900,35473,399,0,0,0,,,
12/25/2020,52,GU,13000,1907,1150,0,0,0,,,
12/25/2020,52,MS,58075,9826,330,0,0,0,,,
12/25/2020,52,PA,291825,75224,588,0,0,0,,,
12/25/2020,52,CT,116200,28943,812,0,0,0,,,
10/28/2021,43,WV,3137555,1588844,88656,1613245,876471,734879,43341,,
12/25/2020,52,OR,133525,14527,344,0,0,0,,,
10/28/2021,43,NJ,14948525,12217932,137555,12580626,6644117,5881358,471368,,
10/28/2021,43,CO,8906305,7651943,132875,7624120,3884030,3537500,379441,,
12/16/2020,51,KS,24375,19,1,0,0,0,,,
10/28/2021,43,NH,2313470,1901441,139842,1901055,1023181,853265,12768,,
12/16/2020,51,MD,1950,0,0,0,0,0,,,
10/28/2021,43,TN,9246800,7397726,108325,7254348,3715340,3246755,359839,,
10/28/2021,43,IN,8990870,7143665,106112,7120492,3605808,3345526,298801,,
12/25/2020,52,MA,211350,46709,678,0,0,0,,,
12/16/2020,51,SC,42900,2576,50,0,0,0,,,
12/24/2020,52,MD,184250,11800,195,0,0,0,,,
10/28/2021,43,TX,44221085,34292378,118266,33480692,17760174,15432142,1317641,,
10/28/2021,43,NY,31798375,27387977,140786,27353841,14389125,12924107,638233,,
12/24/2020,52,MH,1200,0,0,0,0,0,,,
12/24/2020,52,OH,359850,11702,100,0,0,0,,,
12/24/2020,52,NE,63500,15518,802,0,0,0,,,
12/24/2020,52,CO,172325,43762,760,0,0,0,,,
12/24/2020,52,MO,152425,33368,544,0,0,0,,,
10/28/2021,43,FL,35008925,28354807,132020,28088220,14800606,12793276,1142257,,
12/24/2020,52,US,9584275,1697791,511,0,0,0,,,
12/24/2020,52,FL,588950,68273,318,0,0,0,,,
12/24/2020,52,LA,141675,26971,580,0,0,0,,,
12/24/2020,52,NH,41750,9003,662,0,0,0,,,
10/28/2021,43,MN,8530430,7135788,126529,7154322,3665493,3367124,385869,,
10/28/2021,43,HI,2553310,1969150,139077,1989443,1112385,844740,67368,,
10/28/2021,43,WI,8164205,7273809,124927,7241857,3639416,3384470,374327,,
12/24/2020,52,CA,1069225,174110,441,0,0,0,,,
12/24/2020,52,PA,291825,74228,580,0,0,0,,,
10/28/2021,43,DE,1672295,1290314,132508,1264828,669849,581375,50594,,
12/24/2020,52,KS,91800,8822,303,0,0,0,,,
10/28/2021,43,MS,4054645,2957744,99382,2973680,1544771,1355557,108753,,
12/24/2020,52,MI,280875,16504,165,0,0,0,,,
12/24/2020,52,WV,60875,29902,1669,0,0,0,,,
10/28/2021,43,US,510735525,417795537,125843,417795537,221348530,191242432,15417340,,
10/28/2021,43,PR,5031270,4972903,155710,5002257,2614358,2341967,135101,,
12/24/2020,52,ND,21975,8943,1174,0,0,0,,,
10/28/2021,43,NC,15736130,12251122,116810,12137788,6692985,5504519,313122,,
10/28/2021,43,IH2,2221915,1717785,82474,1717785,926111,768907,47772,,
12/24/2020,52,DC,23400,5567,789,0,0,0,,,
12/24/2020,52,AK,45250,8578,1173,0,0,0,,,
12/24/2020,52,VA2,275775,36291,0,0,0,0,,,
10/27/2021,43,DC,1296435,1055341,149535,962036,521363,438857,25276,,
10/27/2021,43,GU,247230,254349,153437,254748,131834,120724,8703,,
12/24/2020,52,MS,58075,7167,241,0,0,0,,,
10/27/2021,43,NH,2278770,1898613,139634,1897825,1020528,853005,12435,,
10/27/2021,43,ID,2416460,1691184,94635,1700249,871752,779427,83597,,
12/24/2020,52,MP,6250,691,1215,0,0,0,,,
10/27/2021,43,WI,8110185,7243291,124403,7211245,3635158,3381275,350946,,
12/24/2020,52,ID,47375,0,0,0,0,0,,,
12/24/2020,52,AL,142725,15857,323,0,0,0,,,
10/27/2021,43,IH2,2215855,1713807,82283,1713807,925058,768229,45527,,
12/24/2020,52,DD2,147300,32867,0,0,0,0,,,
10/27/2021,43,AK,1135685,860049,117566,855564,432619,383673,45181,,
10/27/2021,43,CO,8829675,7617448,132276,7589631,3878912,3532893,354457,,
12/24/2020,52,NM,59725,16012,764,0,0,0,,,
10/27/2021,43,RP,33090,31592,176423,31862,17945,15680,565,,
12/24/2020,52,IL,231250,80089,632,0,0,0,,,
10/27/2021,43,TN,9213340,7364052,107832,7221651,3710401,3242140,337158,,
12/24/2020,52,OR,133525,10409,247,0,0,0,,,
12/24/2020,52,IN,164450,33635,500,0,0,0,,,
10/27/2021,43,MN,8476800,7103620,125959,7122694,3660760,3363190,362658,,
12/24/2020,52,KY,120725,19976,447,0,0,0,,,
05/10/2023,19,VI,173300,155357,146163,153651,75415,59085,18581,,4156
12/24/2020,52,AR,88775,19773,655,0,0,0,,,
12/24/2020,52,WI,123125,18068,310,0,0,0,,,
10/27/2021,43,NM,3196735,2785978,132866,2875112,1504453,1298056,136743,,
10/27/2021,43,MT,1446885,1172257,109682,1169964,604856,537038,60266,,
10/27/2021,43,CT,6040955,5331905,149551,5340780,2800834,2513048,198765,,
12/24/2020,52,BP2,3650,2817,0,0,0,0,,,
10/27/2021,43,DE,1657815,1290219,132498,1264236,669542,581269,50399,,
12/24/2020,52,NC,295625,47300,451,0,0,0,,,
10/27/2021,43,ME,2327320,1938217,144190,1947060,1023788,945153,80642,,
12/24/2020,52,OK,124700,26553,671,0,0,0,,,
12/24/2020,52,NV,81100,16149,524,0,0,0,,,
12/24/2020,52,WA,221150,30295,398,0,0,0,,,
12/24/2020,52,HI,38850,12826,906,0,0,0,,,
