Date,MMWR_week,Location,Distributed,Administered,Admin_Per_100K,Recip_Administered,Administered_Dose1_Recip,Series_Complete_Yes,Additional_Doses,Second_Booster,Administered_Bivalent
07/01/2021,26,RP,24600,25123,140297,25341,14179,13101,,,
07/01/2021,26,NJ,11568845,9864834,111063,10164314,5591191,4912136,,,
07/01/2021,26,AK,830245,660235,90252,655817,358963,314489,,,
07/01/2021,26,MP,72330,55616,97774,55663,29529,26530,,,
07/01/2021,26,IN,6685120,5600334,83187,5571664,3005438,2693550,,,
07/01/2021,26,LTC,64690985,7891385,0,0,0,0,,,
07/01/2021,26,VI,78810,78145,74651,75503,41165,35112,,,
07/01/2021,26,HI,1946970,1680216,118670,1690941,989417,733872,,,
07/01/2021,26,GU,215770,189680,114425,189881,102154,90755,,,
07/01/2021,26,NC,11685890,9285070,88530,9193514,5109348,4389800,,,
07/01/2021,26,ME,1854310,1615250,120163,1627062,893723,827255,,,
07/01/2021,26,PR,4171930,3696501,115744,3723313,2059610,1759206,,,
07/01/2021,26,NY,23992415,21851024,112324,21783019,11699728,10541495,,,
07/01/2021,26,MT,1109775,941469,88088,941207,510906,458881,,,
07/01/2021,26,MH,51300,33077,56626,33133,18208,15752,,,
07/01/2021,26,AS,54030,46780,84002,47036,25939,21291,,,
07/01/2021,26,KY,4460495,4002943,89598,4024840,2213979,1947461,,,
07/01/2021,26,MO,6122775,5122970,83471,5027594,2761421,2403164,,,
07/01/2021,26,BP2,203940,194611,0,194611,105686,96257,,,
07/01/2021,26,AZ,8117300,6768593,92992,6648704,3677400,3140316,,,
07/01/2021,26,IH2,1755665,1445304,69392,1445304,802206,660672,,,
07/01/2021,26,MS,2660935,1913415,64292,1918925,1079390,888154,,,
07/01/2021,26,VA,10366165,9249165,108361,9270578,5048162,4433088,,,
07/01/2021,26,WA,9398075,8589053,112793,8583339,4674964,4163605,,,
07/01/2021,26,MD,8458860,6891344,113988,6930820,3750240,3394301,,,
07/01/2021,26,AR,2837810,2240617,74247,2247137,1268867,1033763,,,
07/01/2021,26,KS,3078755,2491712,85528,2597344,1434799,1224715,,,
07/01/2021,26,FL,24925505,21113090,98302,20827069,11546951,9868893,,,
07/01/2021,26,WI,6112565,5918279,101646,5876933,3127858,2886653,,,
07/01/2021,26,ID,1670670,1325701,74183,1329942,707755,645372,,,
07/01/2021,26,OR,5640235,4576887,108515,4601341,2481285,2268409,,,
06/30/2021,26,NC,11680710,9264654,88335,9172998,5099725,4377936,,,
06/30/2021,26,RP,24600,25123,140297,25341,14179,13101,,,
06/30/2021,26,ID,1668630,1323573,74064,1327631,706593,643991,,,
06/30/2021,26,FM,78800,50507,48732,50840,30074,25237,,,
06/30/2021,26,AS,54030,46103,82787,46359,25507,20991,,,
06/30/2021,26,IL,14656855,12971273,102363,13105656,7528743,5849947,,,
06/30/2021,26,KY,4456455,3994259,89404,4016062,2209793,1942407,,,
06/30/2021,26,NM,2366635,2380294,113519,2403951,1318661,1142420,,,
06/30/2021,26,IN,6681520,5587519,82997,5558846,2999366,2686766,,,
06/30/2021,26,MT,1109635,940056,87956,939728,510201,458067,,,
06/30/2021,26,NH,1824650,1515365,111448,1551029,842972,755791,,,
06/30/2021,26,VA2,6245680,5355010,0,5355010,2830727,2688911,,,
06/30/2021,26,NY,23946375,21790497,112013,21721844,11669506,10508196,,,
06/30/2021,26,MN,6522150,5867176,104035,5898820,3212409,2920597,,,
06/30/2021,26,FL,24920045,21063050,98069,20775333,11520560,9842541,,,
06/30/2021,26,PR,4167010,3230732,101160,3262492,1878854,1473955,,,
06/30/2021,26,OR,5634895,4517691,107112,4543640,2467466,2223826,,,
06/30/2021,26,NJ,11548765,9841494,110800,10140014,5580572,4897515,,,
06/30/2021,26,WI,6111245,5906485,101444,5864920,3122615,2879461,,,
06/30/2021,26,NV,3076270,2776098,90128,2744140,1529482,1291822,,,
06/30/2021,26,GA,11184635,8422803,79330,8427442,4598121,3884556,,,
06/30/2021,26,MS,2660215,1909507,64160,1914275,1077045,885782,,,
06/30/2021,26,MO,6119775,5111580,83285,5016030,2754863,2397550,,,
06/30/2021,26,MD,8451560,6876449,113742,6915674,3743499,3385600,,,
06/30/2021,26,MP,72330,55616,97774,55663,29529,26530,,,
06/30/2021,26,GU,215770,187840,113315,188039,101434,89574,,,
06/30/2021,26,CO,7025015,6188964,107471,6167185,3335253,2984290,,,
06/30/2021,26,WV,1889805,1417620,79102,1415601,781983,666545,,,
06/30/2021,26,DE,1277375,1039175,106717,1015430,565910,487131,,,
06/30/2021,26,CT,4718695,4405405,123564,4404172,2387807,2162465,,,
06/30/2021,26,MH,51300,33077,56626,33133,18208,15752,,,
06/30/2021,26,VI,78810,77969,74483,75320,41074,35017,,,
06/30/2021,26,IA,3453335,3035131,96199,3031407,1621227,1513342,,,
06/30/2021,26,US,381949830,326521526,98351,326521526,180674739,154884686,,,
06/30/2021,26,ND,718310,641906,84233,610897,334131,295725,,,
06/30/2021,26,TX,31844105,25686380,88586,24987807,13962839,11932087,,,
06/30/2021,26,LTC,64521725,7890649,0,0,0,0,,,
06/30/2021,26,RI,1512025,1276058,120455,1264551,684276,623797,,,
06/30/2021,26,MI,11589010,9424037,94364,9623443,5136486,4701047,,,
06/30/2021,26,SC,5291285,4190059,81381,4172234,2280229,1991900,,,
06/30/2021,26,KS,3077435,2484177,85270,2589843,1431086,1220611,,,
06/30/2021,26,HI,1946410,1678171,118526,1688738,988508,732461,,,
06/30/2021,26,ME,1852110,1604932,119396,1616939,891207,819500,,,
06/30/2021,26,VA,10358165,9230660,108144,9251991,5040260,4422065,,,
06/30/2021,26,AZ,8111060,6496635,89255,6383901,3607576,2929104,,,
06/30/2021,26,AL,4813050,3350607,68335,3446300,1954166,1594625,,,
06/30/2021,26,SD,958765,819287,92610,823400,446891,401431,,,
06/30/2021,26,WA,9381235,8563778,112461,8557085,4663854,4150522,,,
06/30/2021,26,NE,2088750,1865625,96444,1874466,1001013,922579,,,
06/30/2021,26,VT,920260,851583,136474,834894,461243,409254,,,
06/30/2021,26,DC,1061435,863593,122365,776575,432227,368531,,,
06/30/2021,26,OK,4012750,3267350,82572,3214309,1773539,1518992,,,
06/30/2021,26,AK,829945,658672,90038,654256,358311,313709,,,
06/30/2021,26,OH,12390715,10684968,91410,10559094,5635230,5227519,,,
06/30/2021,26,LA,4053370,3339493,71836,3273378,1770559,1607808,,,
06/30/2021,26,UT,3218680,2847810,88829,2823010,1561287,1196468,,,
06/30/2021,26,PA,15640825,13873980,108374,13907698,8030076,6345433,,,
12/30/2020,53,RI,57775,12526,1182,0,0,0,,,
06/30/2021,26,DD2,4396060,4205568,0,4205568,2410058,1814323,,,
06/30/2021,26,BP2,203380,194251,0,194251,105519,96034,,,
06/30/2021,26,MA,9744840,8836836,128209,8832394,4850685,4243952,,,
06/30/2021,26,AR,2837810,2229874,73891,2236639,1262602,1029530,,,
06/30/2021,26,CA,49139975,42644084,107926,42641959,24241875,19679334,,,
06/30/2021,26,WY,516025,421749,72871,413422,226911,198958,,,
06/30/2021,26,IH2,1755065,1442189,69242,1442189,800512,659143,,,
06/30/2021,26,TN,6313590,5272627,77207,5172038,2845692,2415814,,,
06/29/2021,26,FM,78800,50052,48293,50384,29803,24897,,,
06/29/2021,26,NE,2088510,1860022,96155,1868807,997779,918634,,,
06/29/2021,26,ID,1668430,1321099,73926,1325108,705740,642868,,,
06/29/2021,26,MI,11588390,9411471,94239,9609832,5130537,4693169,,,
06/29/2021,26,LA,4051350,3333095,71698,3266865,1767198,1604305,,,
06/29/2021,26,RI,1511885,1274182,120278,1262551,683333,622705,,,
06/29/2021,26,IH2,1754965,1440395,69156,1440395,799703,658054,,,
06/29/2021,26,MT,1109635,932825,87280,932593,508932,451693,,,
06/29/2021,26,KS,3077235,2480288,85136,2585533,1428978,1218232,,,
06/29/2021,26,HI,1946410,1677878,118505,1688256,988282,732189,,,
06/29/2021,26,MN,6521510,5835259,103469,5867245,3205009,2892831,,,
06/29/2021,26,AR,2837810,2225518,73746,2232101,1260136,1027309,,,
06/29/2021,26,TN,6308610,5263231,77070,5162064,2840335,2410977,,,
06/29/2021,26,MS,2660115,1906488,64059,1911085,1075286,884216,,,
06/29/2021,26,OK,4012510,3261550,82425,3208458,1770574,1515857,,,
06/29/2021,26,UT,3218260,2843062,88681,2818239,1558776,1193931,,,
06/29/2021,26,NC,11677410,8626841,82254,8581266,4737519,4112642,,,
06/29/2021,26,VA2,6245680,5352356,0,5352356,2829188,2687204,,,
06/29/2021,26,AK,829845,655493,89604,651073,356834,312846,,,
06/29/2021,26,MD,8451280,6861505,113494,6898976,3735465,3376849,,,
06/29/2021,26,MA,9743580,8825910,128051,8819845,4844943,4236614,,,
06/29/2021,26,NJ,11547425,9819195,110549,10115339,5568544,4884067,,,
06/29/2021,26,VA,10355685,9215489,107966,9231361,5030262,4410805,,,
06/29/2021,26,CT,4718275,4399354,123394,4397105,2384309,2158601,,,
06/29/2021,26,ME,1851690,1603483,119288,1615409,890481,818516,,,
06/29/2021,26,NV,3076270,2768190,89872,2736148,1525112,1288725,,,
06/29/2021,26,AL,4810050,3349904,68321,3445025,1953410,1594040,,,
06/29/2021,26,RP,24600,25123,140297,25337,14176,13098,,,
06/29/2021,26,IA,3452195,3031716,96090,3027796,1619556,1511048,,,
06/29/2021,26,SC,5285405,4182248,81229,4158318,2272915,1984649,,,
06/29/2021,26,DD2,4396060,4166924,0,4166924,2395321,1805114,,,
06/29/2021,26,SD,957565,818156,92483,822196,446292,400737,,,
06/29/2021,26,TX,31835125,25616731,88346,24919524,13935870,11888907,,,
06/29/2021,26,NH,1824550,1514977,111419,1550452,842650,755497,,,
06/29/2021,26,VI,78710,77712,74238,75065,40939,34884,,,
06/29/2021,26,WV,1889805,1415786,78999,1413389,780761,665431,,,
06/29/2021,26,MO,6117975,5081942,82802,4986828,2743765,2378399,,,
06/29/2021,26,ND,718110,641125,84130,610018,333665,295253,,,
06/29/2021,26,VT,919700,851249,136421,834448,461022,408966,,,
06/29/2021,26,CA,49135115,42513548,107596,42508803,24173937,19618597,,,
06/29/2021,26,PA,15639625,13862092,108281,13893490,8023155,6337453,,,
06/29/2021,26,DC,1061435,862206,122169,774746,431271,367603,,,
06/29/2021,26,IL,14655315,12947452,102175,13080479,7515869,5837037,,,
06/29/2021,26,OR,5634895,4509379,106915,4535384,2463872,2218940,,,
06/29/2021,26,CO,7024075,6177682,107275,6155778,3329750,2977688,,,
06/29/2021,26,IN,6679800,5576658,82835,5547581,2993936,2680814,,,
06/29/2021,26,OH,12388755,10672067,91299,10545093,5628992,5219737,,,
06/29/2021,26,WA,9377815,8543021,112188,8535991,4654544,4141884,,,
06/29/2021,26,WY,515745,421694,72862,413297,226839,198897,,,
06/29/2021,26,BP2,203240,194242,0,194242,105513,96031,,,
06/29/2021,26,AZ,8110360,6485370,89100,6372093,3601676,2922840,,,
06/29/2021,26,WI,6110505,5898378,101304,5856303,3118698,2874356,,,
06/29/2021,26,KY,4455095,3987757,89258,4009322,2206860,1938343,,,
06/29/2021,26,MP,72330,55267,97161,55314,29357,26343,,,
06/29/2021,26,LTC,64514145,7889603,0,0,0,0,,,
06/29/2021,26,GU,215770,187710,113237,187909,101377,89490,,,
06/29/2021,26,GA,11174215,8406166,79173,8408335,4585953,3877365,,,
06/29/2021,26,NM,2366115,2340653,111628,2364294,1294771,1125628,,,
06/29/2021,26,NY,23944495,21748390,111796,21676024,11645927,10484346,,,
06/29/2021,26,DE,1277375,1037558,106551,1013699,565077,486120,,,
06/29/2021,26,US,381831830,325152847,97939,325152847,179940202,154199664,,,
06/29/2021,26,AS,54030,46103,82787,46359,25507,20991,,,
06/29/2021,26,FL,24875945,21015783,97849,20723818,11493962,9814909,,,
06/29/2021,26,MH,51300,32964,56433,33022,18160,15689,,,
06/29/2021,26,PR,4167010,3208221,100455,3239894,1868064,1461744,,,
06/28/2021,26,ND,713330,641078,84124,609945,333622,295215,,,
06/28/2021,26,AR,2836810,2224069,73698,2230673,1259357,1026572,,,
06/28/2021,26,SD,957565,815107,92138,819301,445178,398724,,,
06/28/2021,26,DD2,4396060,4120562,0,4120562,2372897,1792073,,,
06/28/2021,26,MA,9720330,8817823,127934,8811635,4841548,4231495,,,
06/28/2021,26,ID,1666430,1319633,73844,1323532,704880,642403,,,
06/28/2021,26,MD,8436270,6851304,113326,6888870,3731196,3371032,,,
06/28/2021,26,MN,6512270,5833184,103432,5865161,3204101,2891511,,,
06/28/2021,26,HI,1939650,1676727,118424,1686319,987124,731354,,,
06/28/2021,26,DE,1277095,1036548,106448,1012700,564634,485532,,,
06/28/2021,26,CA,49025965,42436028,107400,42430903,24135285,19580481,,,
06/28/2021,26,RI,1509315,1273043,120171,1261380,682871,621971,,,
06/28/2021,26,OK,4011060,3258992,82361,3205938,1769465,1514405,,,
06/28/2021,26,CT,4712475,4395232,123278,4392870,2382234,2156160,,,
06/28/2021,26,IA,3450545,3029624,96024,3025708,1618591,1509796,,,
06/28/2021,26,LA,4046840,3330603,71644,3264264,1765873,1602891,,,
06/28/2021,26,MO,6113705,5076414,82712,4981229,2740925,2375612,,,
06/28/2021,26,NE,2087340,1857467,96023,1866225,996734,917167,,,
06/28/2021,26,NY,23897255,21697307,111534,21625445,11622076,10455550,,,
06/28/2021,26,WA,9368315,8524360,111943,8517291,4645704,4134958,,,
06/28/2021,26,PA,15602965,13850869,108193,13882093,8017628,6331113,,,
06/28/2021,26,CO,7018595,6163444,107028,6141615,3324776,2968677,,,
12/30/2020,53,IA,132850,31707,1005,0,0,0,,,
06/28/2021,26,WV,1889805,1407368,78530,1405243,775550,662413,,,
06/28/2021,26,WI,6107365,5895736,101259,5853604,3117606,2872673,,,
06/28/2021,26,NC,11667020,8621656,82204,8575734,4734701,4109614,,,
06/28/2021,26,VT,919700,848544,135987,831868,460276,406979,,,
06/28/2021,26,VA2,6245680,5352339,0,5352339,2829184,2687193,,,
06/28/2021,26,WY,515745,419480,72479,411099,225975,197491,,,
06/28/2021,26,AZ,8094410,6478654,89008,6365077,3598714,2918776,,,
06/28/2021,26,NJ,11528195,9803748,110375,10099617,5561283,4875103,,,
06/28/2021,26,TX,31798045,25565261,88169,24868106,13908684,11862033,,,
06/28/2021,26,US,381282720,324414371,97716,324414371,179615165,153776118,,,
06/28/2021,26,GU,215770,187497,113108,187695,101261,89381,,,
06/28/2021,26,ME,1851690,1599682,119005,1611697,889014,815938,,,
06/28/2021,26,NH,1823180,1514552,111388,1550027,842462,755252,,,
06/28/2021,26,IH2,1754565,1440092,69142,1440092,799559,657879,,,
06/28/2021,26,GA,11159855,8223532,77453,8227707,4515551,3765250,,,
06/28/2021,26,OR,5630125,4509377,106915,4535260,2463795,2218884,,,
06/28/2021,26,OH,12373095,10664542,91235,10537520,5626573,5214419,,,
06/28/2021,26,MI,11584370,9353283,93656,9551470,5114191,4651087,,,
06/28/2021,26,AK,829405,653331,89308,648900,355751,312331,,,
06/28/2021,26,IL,14646155,12938839,102107,13071616,7511638,5832117,,,
06/28/2021,26,MH,51300,32964,56433,33022,18160,15689,,,
06/28/2021,26,SC,5280175,4177798,81143,4153152,2270845,1981738,,,
06/28/2021,26,MP,72330,54853,96433,54900,29137,26126,,,
06/28/2021,26,DC,1061435,861456,122063,773911,430821,367183,,,
06/28/2021,26,AL,4801760,3341617,68152,3436254,1948135,1590001,,,
06/28/2021,26,FM,78800,50052,48293,50384,29803,24897,,,
06/28/2021,26,KY,4450815,3984546,89186,4006103,2205452,1936425,,,
06/28/2021,26,AS,54030,46103,82787,46359,25507,20991,,,
06/28/2021,26,MS,2659815,1887530,63422,1892855,1067831,873179,,,
06/28/2021,26,RP,24600,25123,140297,25337,14176,13098,,,
06/28/2021,26,VA,10328085,9204419,107837,9220315,5025574,4404436,,,
06/28/2021,26,BP2,201890,194239,0,194239,105511,96028,,,
06/28/2021,26,MT,1109635,932584,87257,932317,508798,451542,,,
06/28/2021,26,TN,6299240,5259128,77010,5157566,2838094,2408669,,,
06/28/2021,26,IN,6677690,5572797,82778,5543705,2992080,2678781,,,
06/28/2021,26,VI,78510,77509,74044,74862,40837,34778,,,
06/28/2021,26,KS,3075785,2478165,85063,2583422,1428117,1216978,,,
06/28/2021,26,UT,3215920,2808960,87617,2785842,1543184,1175994,,,
06/28/2021,26,FL,24829675,20982214,97693,20690986,11476836,9796545,,,
06/28/2021,26,PR,4166910,3188206,99828,3219845,1858528,1450945,,,
06/28/2021,26,NV,3065440,2761997,89671,2729833,1521901,1286254,,,
06/28/2021,26,NM,2362715,2339714,111583,2363288,1294380,1125022,,,
06/28/2021,26,LTC,64490165,7889050,0,0,0,0,,,
06/27/2021,26,TN,6299240,5237841,76698,5136779,2830890,2395234,,,
06/27/2021,26,NE,2087340,1848076,95537,1856834,993485,910823,,,
06/27/2021,26,MT,1109635,931328,87140,931079,508426,450620,,,
06/27/2021,26,DD2,4396060,4056097,0,4056097,2348266,1759430,,,
06/27/2021,26,AL,4801760,3330128,67918,3424461,1941681,1584456,,,
06/27/2021,26,HI,1939650,1675961,118370,1682011,984041,730089,,,
06/27/2021,26,PR,4166910,3157933,98880,3189636,1837817,1441310,,,
06/27/2021,26,AR,2836810,2218870,73526,2225573,1257381,1023237,,,
06/27/2021,26,MN,6512270,5816731,103140,5848701,3200869,2877875,,,
06/27/2021,26,IL,14646155,12842169,101344,12975094,7484404,5763723,,,
06/27/2021,26,MP,72330,54802,96343,54847,29135,26075,,,
06/27/2021,26,AK,829405,650919,88979,646484,354711,311317,,,
06/27/2021,26,MA,9720330,8781036,127400,8774773,4834207,4201264,,,
06/27/2021,26,NJ,11528195,9786757,110184,10085184,5554879,4866523,,,
06/27/2021,26,AS,54030,46103,82787,46359,25507,20991,,,
06/27/2021,26,LA,4046840,3320189,71420,3254119,1762808,1595419,,,
06/27/2021,26,CO,7018595,6153720,106859,6131625,3321574,2962358,,,
06/27/2021,26,WY,515745,419326,72453,410910,225918,197393,,,
06/27/2021,26,VA2,6245680,5352140,0,5352140,2829120,2687051,,,
06/27/2021,26,WA,9368315,8485710,111436,8478667,4633809,4109609,,,
06/27/2021,26,VI,78510,77506,74041,74852,40830,34771,,,
06/27/2021,26,FL,24829675,20762378,96669,20476252,11416666,9635781,,,
06/27/2021,26,NV,3065440,2743325,89064,2711501,1512602,1277678,,,
06/27/2021,26,KY,4450815,3966900,88791,3988523,2201958,1922086,,,
06/27/2021,26,PA,15602965,13815858,107920,13847268,8004155,6308298,,,
06/27/2021,26,RI,1509315,1268005,119695,1256339,681690,618016,,,
06/27/2021,26,UT,3215920,2808535,87604,2785257,1543058,1175605,,,
06/27/2021,26,SD,957565,814861,92110,818984,445079,398536,,,
06/27/2021,26,IH2,1754565,1439893,69132,1439893,799485,657752,,,
06/27/2021,26,GA,11159855,8222968,77448,8226137,4514776,3764366,,,
06/27/2021,26,MS,2659815,1887390,63417,1892471,1067679,872944,,,
06/27/2021,26,DE,1277095,1028860,105658,1005400,563481,479348,,,
06/27/2021,26,MI,11584370,9353273,93656,9550698,5113865,4650619,,,
06/27/2021,26,WV,1889805,1407327,78527,1404910,775415,662202,,,
06/27/2021,26,NM,2362715,2337369,111472,2360772,1293406,1123465,,,
06/27/2021,26,MH,51300,32470,55587,32531,17790,15329,,,
06/27/2021,26,OK,4011060,3248855,82105,3195933,1766741,1507029,,,
06/27/2021,26,NC,11667020,8617951,82169,8571154,4732587,4107062,,,
06/27/2021,26,ME,1851690,1599343,118980,1611207,888805,815600,,,
06/27/2021,26,NH,1823180,1508789,110964,1544358,840756,751059,,,
06/27/2021,26,VA,10328085,9160373,107321,9177214,5015357,4371692,,,
06/27/2021,26,IA,3450545,3021875,95778,3018019,1616297,1504049,,,
06/27/2021,26,FM,78800,49960,48204,50288,29734,24844,,,
06/27/2021,26,GU,215770,187482,113099,187679,101251,89373,,,
06/27/2021,26,MD,8436270,6840372,113145,6877133,3726764,3363499,,,
06/27/2021,26,ND,713330,640781,84085,609610,333518,295006,,,
06/27/2021,26,LTC,64490165,7888986,0,0,0,0,,,
06/27/2021,26,WI,6107365,5869188,100803,5827479,3113214,2850608,,,
06/27/2021,26,US,381282720,323327328,97389,323327328,179261269,153028665,,,
06/27/2021,26,KS,3075785,2471193,84824,2576565,1426366,1212045,,,
06/27/2021,26,VT,919700,846285,135625,829732,459353,405531,,,
06/27/2021,26,ID,1666430,1316359,73660,1320321,704082,639954,,,
06/27/2021,26,OR,5630125,4503861,106784,4529667,2461516,2215238,,,
06/27/2021,26,MO,6113705,5075290,82694,4979483,2740321,2374588,,,
06/27/2021,26,NY,23897255,21684298,111467,21610442,11614860,10446957,,,
06/27/2021,26,RP,24600,25123,140297,25336,14175,13097,,,
06/27/2021,26,OH,12373095,10625167,90898,10498287,5620319,5181259,,,
06/27/2021,26,CA,49025965,42312077,107086,42306498,24083469,19508119,,,
06/27/2021,26,SC,5280175,4156959,80738,4133159,2265346,1966672,,,
06/27/2021,26,AZ,8094410,6449374,88606,6336301,3589792,2899098,,,
06/27/2021,26,BP2,201890,194067,0,194067,105410,95899,,,
06/27/2021,26,IN,6677690,5556998,82543,5528087,2986081,2668799,,,
06/27/2021,26,TX,31798045,25504046,87957,24808452,13887134,11821660,,,
06/27/2021,26,DC,1061435,858663,121667,771367,429801,365591,,,
06/27/2021,26,CT,4712475,4375593,122728,4373381,2378165,2140390,,,
06/26/2021,25,PA,15602965,13794966,107756,13825454,7994189,6295700,,,
06/26/2021,25,NV,3065440,2724941,88468,2693445,1505491,1266044,,,
06/26/2021,25,DD2,4396060,4056097,0,4056097,2348266,1759430,,,
06/26/2021,25,HI,1939650,1673899,118224,1679843,982861,729014,,,
06/26/2021,25,VA,10328085,9134968,107023,9151698,5005481,4355345,,,
06/26/2021,25,GA,11159855,8222816,77446,8225187,4514292,3763848,,,
06/26/2021,25,OH,12373095,10599433,90678,10472519,5612381,5162989,,,
06/26/2021,25,SD,957565,814624,92083,818678,444917,398355,,,
06/26/2021,25,MI,11584370,9353199,93655,9550026,5113554,4650218,,,
06/26/2021,25,AL,4801760,3317156,67653,3411317,1933773,1578780,,,
06/26/2021,25,BP2,201890,194067,0,194067,105410,95899,,,
06/26/2021,25,AR,2836810,2211512,73282,2218257,1253921,1018876,,,
06/26/2021,25,WI,6107365,5835939,100232,5794916,3106877,2824158,,,
06/26/2021,25,IN,6677690,5540588,82300,5511804,2979554,2658789,,,
06/26/2021,25,NM,2362715,2331421,111188,2354837,1290829,1120116,,,
06/26/2021,25,SC,5280175,4125477,80126,4102902,2255884,1944555,,,
06/26/2021,25,VI,78510,77502,74037,74847,40827,34769,,,
06/26/2021,25,PR,4166910,3157897,98879,3189502,1837759,1441231,,,
06/26/2021,25,ME,1851690,1598972,118952,1610755,888624,815293,,,
06/26/2021,25,GU,215770,186329,112403,186522,100966,88481,,,
06/26/2021,25,ND,713330,639763,83952,608605,333061,294390,,,
06/26/2021,25,WV,1889805,1402124,78237,1399695,772043,660208,,,
06/26/2021,25,MT,1109635,928789,86902,928615,507587,448871,,,
06/26/2021,25,ID,1666430,1311705,73400,1315713,702858,636399,,,
06/26/2021,25,CA,49026105,42103167,106557,42098101,24017119,19361443,,,
06/26/2021,25,IA,3450545,3014810,95554,3011048,1614496,1498564,,,
06/26/2021,25,CO,7018595,6127943,106411,6106382,3315973,2942303,,,
06/26/2021,25,MO,6113705,5058855,82426,4962839,2733436,2364135,,,
06/26/2021,25,NC,11660050,8597378,81973,8550061,4722212,4094985,,,
06/26/2021,25,NY,23897255,21537500,110712,21465337,11585130,10329090,,,
06/26/2021,25,FM,78800,49710,47963,50029,29566,24664,,,
06/26/2021,25,NH,1823180,1508338,110931,1543844,840501,750783,,,
06/26/2021,25,MS,2659815,1887336,63415,1892159,1067486,872807,,,
06/26/2021,25,MA,9720330,8757305,127056,8750845,4826462,4184415,,,
06/26/2021,25,MN,6512270,5801910,102877,5833844,3196664,2866834,,,
06/26/2021,25,DE,1277095,1021702,104923,998404,561963,473684,,,
06/26/2021,25,TX,31798045,25394826,87581,24699573,13855461,11740883,,,
06/26/2021,25,VT,919700,844624,135359,828137,458660,404532,,,
06/26/2021,25,WY,515745,419250,72439,410757,225830,197314,,,
06/26/2021,25,LTC,64435145,7887335,0,0,0,0,,,
06/26/2021,25,US,381276030,322123103,97026,322123103,178873816,152184243,,,
06/26/2021,25,CT,4712475,4359942,122289,4357701,2373795,2128684,,,
06/26/2021,25,RP,24600,24813,138566,25026,14164,12788,,,
06/26/2021,25,DC,1061435,855653,121240,768103,428669,363412,,,
06/26/2021,25,MH,51300,32470,55587,32531,17790,15329,,,
06/26/2021,25,NJ,11528195,9724314,109481,10022301,5539266,4817349,,,
06/26/2021,25,TN,6299240,5216022,76379,5115783,2821575,2383674,,,
06/26/2021,25,UT,3215920,2808519,87603,2785088,1542979,1175503,,,
06/26/2021,25,LA,4046840,3308966,71179,3243172,1758564,1588216,,,
06/26/2021,25,MP,72330,54802,96343,54847,29135,26075,,,
06/26/2021,25,OR,5630125,4491080,106481,4516919,2455929,2207481,,,
06/26/2021,25,MD,8436270,6738385,111458,6776703,3686966,3300609,,,
06/26/2021,25,VA2,6245680,5348720,0,5348720,2827210,2684776,,,
06/26/2021,25,KY,4450955,3952218,88463,3973909,2197623,1911229,,,
06/26/2021,25,NE,2087340,1848033,95535,1856662,993413,910708,,,
06/26/2021,25,AZ,8094410,6427731,88309,6314830,3581918,2884799,,,
06/26/2021,25,IL,14646155,12754766,100655,12887869,7456769,5706028,,,
06/26/2021,25,IH2,1754565,1437466,69016,1437466,798491,656252,,,
06/26/2021,25,KS,3075785,2463231,84551,2568507,1423647,1206474,,,
06/26/2021,25,RI,1509315,1264054,119322,1252407,680492,615250,,,
06/26/2021,25,OK,4011060,3237952,81829,3185137,1763187,1499550,,,
06/26/2021,25,WA,9368315,8457955,111071,8450776,4623881,4091038,,,
06/26/2021,25,FL,24829675,20761897,96667,20473996,11415412,9634607,,,
06/26/2021,25,AK,829405,649109,88731,644759,353979,310204,,,
06/26/2021,25,AS,54030,46103,82787,46358,25507,20990,,,
06/25/2021,25,MS,2650035,1887194,63411,1891868,1067325,872662,,,
06/25/2021,25,IA,3439445,3009183,95376,3005493,1612463,1494710,,,
06/25/2021,25,VT,914450,843447,135170,827039,458160,403806,,,
06/25/2021,25,DC,1059485,851990,120721,765644,427963,362549,,,
06/25/2021,25,TN,6286870,5201921,76172,5102312,2815107,2376792,,,
06/25/2021,25,LTC,64104035,7885754,0,0,0,0,,,
06/25/2021,25,NJ,11483915,9667905,108846,9966552,5517006,4782589,,,
06/25/2021,25,RP,24600,24813,138566,25025,14163,12788,,,
06/25/2021,25,ND,711430,638426,83776,607309,332466,293591,,,
06/25/2021,25,OK,3999730,3230556,81642,3177856,1760091,1495141,,,
06/25/2021,25,DE,1273485,1018252,104569,995040,560657,471514,,,
06/25/2021,25,NC,11627780,8582184,81828,8534557,4714809,4086163,,,
06/25/2021,25,SD,956445,813103,91911,817152,444222,397436,,,
06/25/2021,25,FM,78800,49710,47963,50028,29565,24664,,,
06/25/2021,25,IN,6651930,5527133,82100,5498468,2973831,2650939,,,
06/25/2021,25,PA,15585875,13759384,107478,13789570,7978504,6274189,,,
06/25/2021,25,SC,5268955,4113435,79892,4091116,2251321,1937375,,,
06/25/2021,25,GU,215770,186276,112372,186467,100930,88441,,,
06/25/2021,25,BP2,201610,193622,0,193622,105243,95548,,,
06/25/2021,25,DD2,4396060,4039898,0,4039898,2341206,1749597,,,
06/25/2021,25,NM,2359585,2325467,110904,2348793,1288292,1116287,,,
06/25/2021,25,CO,6994855,6103788,105992,6082599,3306972,2926730,,,
06/25/2021,25,KS,3068945,2456518,84320,2561854,1420367,1202640,,,
